exam,year,session,shift,paperId,paper,firestoreCount,qdrantCount,matchedCount,missingVectors,orphanVectors,duplicateVectors,provenanceErrors,trustTierErrors,acceptedCount,coveragePercent,status
UGC_NET,2016,July,,src_ugc_net_cs_87_2016_july_paper_ii,Paper II,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
JEE_MAIN,2022,Session 2 (Apr),Shift 1,src_jee_main_2022_session_2_apr_shift_1_nta_official_que,,1066,1069,1066,0,3,0,0,0,1066,100,COMPLETE
UGC_NET,2017,November,,src_ugc_net_population_studies_15_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2012,December,,src_ugc_net_general_00_2012_december_paper_i_set_main_4,Paper I,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_management_17_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
NEET_UG,2013,,,src_neet_ug_2013_neet_ug_full_paper_nta_neet_officia,NEET UG Full Paper,211,17,17,0,0,0,0,0,17,100,COMPLETE
JEE_MAIN,2023,Session 1 (Jan),Shift 1,src_jee_main_2023_session_1_jan_shift_1_nta_official_que,,981,986,981,0,5,0,0,0,981,100,COMPLETE
JEE_MAIN,2026,Session 1 (Jan),Shift 1,src_jee_main_2026_session_1_jan_shift_1_nta_official_que,,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,June,,src_ugc_net_population_studies_15_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
SSC_CGL,2025,,Shift 1,src_ssc_cgl_2025_shift_1_tier_1_cbt_ssc_official_tie,Tier 1 CBT,1600,1490,1490,110,0,0,0,0,1600,93.1,PARTIAL
UPSC_CSE,2020,,,src_upsc_cse_2020_csat_paper_2_prelims_upsc_official_cs,CSAT Paper 2 (Prelims),100,100,100,0,0,0,0,0,100,100,COMPLETE
UGC_NET,2013,December,,src_ugc_net_education_09_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_education_09_2012_june_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_political_science_02_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_public_admin_14_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
JEE_ADVANCED,2022,,,src_jee_advanced_2022_paper_1_2_solutions_careers360_acade,Paper 1 & 2 Solutions,6,3,3,0,0,0,0,0,3,100,COMPLETE
UGC_NET,2017,November,,src_ugc_net_history_06_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
BPSC_CCE,2020,,,src_bpsc_cce_2020_main_paper_bihar_public_ser,Main Paper,201,165,165,0,0,0,150,0,165,100,COMPLETE
UGC_NET,2015,June,,src_ugc_net_cs_87_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2018,July,,src_ugc_net_education_09_2018_july_paper_ii,Paper II,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
UGC_NET,2017,November,,src_ugc_net_general_00_2017_november_paper_i_set_dddd_4,Paper I,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2012,June,,src_ugc_net_home_science_12_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_political_science_02_2011_december_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2010,Dec,,src_ugc_net_commerce_08_2010_dec_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_law_58_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
NEET_UG,2024,,,src_neet_ug_2024_neet_ug_full_paper_nta_neet_officia,NEET UG Full Paper,221,30,30,0,0,0,0,0,30,100,COMPLETE
IBPS_PO,2023,,,src_ibps_po_2023_solved_practice_paper_adda247_bankersa,Solved Practice Paper,3,2,2,0,0,0,0,0,2,100,COMPLETE
UGC_NET,2009,December,,src_ugc_net_cs_87_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_law_58_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,Nov,,src_ugc_net_commerce_08_2017_nov_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2015,June,,src_ugc_net_general_00_2015_june_paper_i_set_main_4,Paper I,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2014,December,,src_ugc_net_economics_01_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2012,June,,src_ugc_net_geography_80_2012_june_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_management_17_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2016,July,,src_ugc_net_public_admin_14_2016_july_paper_ii,Paper II,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_political_science_02_2014_june_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2015,June,,src_ugc_net_cs_87_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2016,July,,src_ugc_net_political_science_02_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
SSC_CGL,2024,,,src_ssc_cgl_2024_tier_1_tier_2_solved_papers_adda247_ssc_edit,Tier 1 & Tier 2 Solved Papers,4040,3645,3645,199,0,0,0,0,3844,94.8,PARTIAL
UGC_NET,2018,July,,src_ugc_net_geography_80_2018_july_paper_ii,Paper II,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
UGC_NET,2010,June,,src_ugc_net_philosophy_03_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_economics_01_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_economics_01_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
NEET_UG,2020,,,src_neet_ug_2020_neet_ug_solutions_analysis_testbook_medical,NEET UG Solutions & Analysis,217,26,26,0,0,0,0,0,26,100,COMPLETE
UGC_NET,2012,December,,src_ugc_net_english_30_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_population_studies_15_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_management_17_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_home_science_12_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2015,December,,src_ugc_net_law_58_2015_december_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2015,June,,src_ugc_net_english_30_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,December,,src_ugc_net_general_00_2012_december_paper_i_set_main_1,Paper I,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_psychology_04_2017_january_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2013,June,,src_ugc_net_psychology_04_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_political_science_02_2010_december_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2015,December,,src_ugc_net_psychology_04_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
JEE_MAIN,2021,Session 1 (Jan),Shift 2,src_jee_main_2021_session_1_jan_shift_2_nta_official_que,,535,538,535,0,3,0,0,0,535,100,COMPLETE
UGC_NET,2011,June,,src_ugc_net_education_09_2011_june_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_history_06_2014_december_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
SSC_CGL,2023,,Shift 2,src_ssc_cgl_2023_shift_2_tier_1_cbt_ssc_official_tie,Tier 1 CBT,2225,2059,2059,104,0,0,0,0,2163,95.2,PARTIAL
JEE_MAIN,2020,Session 2 (Apr),Shift 2,src_jee_main_2020_session_2_apr_shift_2_nta_official_que,,369,0,0,369,0,0,0,0,369,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_commerce_08_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_economics_01_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
NEET_UG,2017,,,src_neet_ug_2017_neet_ug_full_paper_nta_neet_officia,NEET UG Full Paper,215,15,15,0,0,0,0,0,15,100,COMPLETE
UGC_NET,2015,June,,src_ugc_net_psychology_04_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,December,,src_ugc_net_geography_80_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_sociology_05_2014_june_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2017,January,,src_ugc_net_general_00_2017_january_paper_i_set_w_1,Paper I,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2010,June,,src_ugc_net_political_science_02_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_history_06_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_english_30_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,December,,src_ugc_net_philosophy_03_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2015,December,,src_ugc_net_general_00_2015_december_paper_i_set_main_3,Paper I,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2011,December,,src_ugc_net_management_17_2011_december_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2016,July,,src_ugc_net_management_17_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2009,Dec,,src_ugc_net_commerce_08_2009_dec_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,June,,src_ugc_net_general_00_2011_june_paper_i_set_x_2,Paper I,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
JEE_MAIN,2022,Session 1 & 2,,src_jee_main_2022_session_1_2_testbook_verifie,,2049,2052,2049,0,3,0,0,0,2049,100,COMPLETE
JEE_ADVANCED,2025,,,src_jee_advanced_2025_paper_1_2_solutions_careers360_acade,Paper 1 & 2 Solutions,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2014,June,,src_ugc_net_philosophy_03_2014_june_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2010,June,,src_ugc_net_law_58_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_management_17_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2014,June,,src_ugc_net_education_09_2014_june_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2016,July,,src_ugc_net_economics_01_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
RRB_NTPC,2025,,,src_rrb_ntpc_2025_main_paper_railway_recruitm,Main Paper,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2014,December,,src_ugc_net_general_00_2014_december_paper_i_set_x_2,Paper I,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2014,Dec,,src_ugc_net_commerce_08_2014_dec_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2011,June,,src_ugc_net_geography_80_2011_june_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2015,December,,src_ugc_net_public_admin_14_2015_december_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2013,June,,src_ugc_net_philosophy_03_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,November,,src_ugc_net_economics_01_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2012,June,,src_ugc_net_sociology_05_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_cs_87_2011_december_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_general_00_2013_june_paper_i_set_main_1,Paper I,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_political_science_02_2017_january_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2014,Dec,,src_ugc_net_commerce_08_2014_dec_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2010,December,,src_ugc_net_psychology_04_2010_december_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_general_00_2013_december_paper_i_set_main_4,Paper I,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_psychology_04_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_cs_87_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_cs_87_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_commerce_08_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_history_06_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2013,June,,src_ugc_net_management_17_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_english_30_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,June,,src_ugc_net_sociology_05_2011_june_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_law_58_2017_january_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2009,December,,src_ugc_net_economics_01_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_economics_01_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_english_30_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_education_09_2014_june_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2015,December,,src_ugc_net_psychology_04_2015_december_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2009,June,,src_ugc_net_cs_87_2009_june_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_economics_01_2011_december_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_psychology_04_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2017,November,,src_ugc_net_cs_87_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
SSC_CGL,2024,,Shift 2,src_ssc_cgl_2024_shift_2_tier_1_cbt_ssc_official_tie,Tier 1 CBT,3305,3094,3094,156,0,0,0,0,3250,95.2,PARTIAL
UGC_NET,2015,June,,src_ugc_net_law_58_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2013,June,,src_ugc_net_economics_01_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_management_17_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_population_studies_15_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2015,December,,src_ugc_net_management_17_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,December,,src_ugc_net_education_09_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
JEE_MAIN,2019,Session 2 (Apr),Shift 2,src_jee_main_2019_session_2_apr_shift_2_nta_official_que,,354,10,10,344,0,0,0,0,354,2.8,PARTIAL
UGC_NET,2010,December,,src_ugc_net_public_admin_14_2010_december_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2009,June,,src_ugc_net_history_06_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
JEE_MAIN,2023,Session 1 & 2,,src_jee_main_2023_session_1_2_testbook_verifie,,3318,3323,3318,0,5,0,0,0,3318,100,COMPLETE
UGC_NET,2014,December,,src_ugc_net_political_science_02_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
SSC_CGL,2020,,Shift 3,src_ssc_cgl_2020_shift_3_tier_1_cbt_ssc_official_tie,Tier 1 CBT,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
BPSC_CCE,2024,,,src_bpsc_cce_2024_solved_practice_paper_testbook_bpsc_so,Solved Practice Paper,201,158,158,0,0,0,150,0,158,100,COMPLETE
UGC_NET,2011,June,,src_ugc_net_population_studies_15_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2018,July,,src_ugc_net_political_science_02_2018_july_paper_ii,Paper II,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
UGC_NET,2014,June,,src_ugc_net_general_00_2014_june_paper_i_set_y_3,Paper I,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2009,June,,src_ugc_net_economics_01_2009_june_paper_ii_alt,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_geography_80_2014_june_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2011,Dec,,src_ugc_net_commerce_08_2011_dec_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2011,June,,src_ugc_net_home_science_12_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
JEE_MAIN,2025,Session 1 (Jan),Shift 1,src_jee_main_2025_session_1_jan_shift_1_nta_official_que,,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
JEE_MAIN,2024,Session 2 (Apr),Shift 1,src_jee_main_2024_session_2_apr_shift_1_nta_official_que,,896,1049,895,1,154,0,1,0,896,99.9,PARTIAL
UGC_NET,2010,June,,src_ugc_net_public_admin_14_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_cs_87_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_home_science_12_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_public_admin_14_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
JEE_ADVANCED,2019,,,src_jee_advanced_2019_paper_1_2_solutions_careers360_acade,Paper 1 & 2 Solutions,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,June,,src_ugc_net_political_science_02_2012_june_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_law_58_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_management_17_2014_december_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2015,June,,src_ugc_net_psychology_04_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
SSC_CGL,2020,,,src_ssc_cgl_2020_tier_1_tier_2_solved_papers_adda247_ssc_edit,Tier 1 & Tier 2 Solved Papers,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,December,,src_ugc_net_sociology_05_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_history_06_2011_december_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_law_58_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_home_science_12_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2016,July,,src_ugc_net_public_admin_14_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_sociology_05_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_english_30_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_sociology_05_2012_june_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UPSC_CSE,2021,,,src_upsc_cse_2021_gs_paper_1_prelims_upsc_official_cs,GS Paper 1 (Prelims),239,128,128,0,0,0,0,0,128,100,COMPLETE
UGC_NET,2012,December,,src_ugc_net_home_science_12_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2015,December,,src_ugc_net_political_science_02_2015_december_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2018,July,,src_ugc_net_sociology_05_2018_july_paper_ii,Paper II,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
NEET_UG,2023,,,src_neet_ug_2023_neet_ug_full_paper_nta_neet_officia,NEET UG Full Paper,224,30,30,0,0,0,0,0,30,100,COMPLETE
UGC_NET,2018,July,,src_ugc_net_general_00_2018_july_paper_i_set_q_2,Paper I,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
UGC_NET,2011,June,,src_ugc_net_sociology_05_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_economics_01_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
NEET_UG,2023,,,src_neet_ug_2023_neet_ug_solutions_analysis_testbook_medical,NEET UG Solutions & Analysis,224,30,30,0,0,0,0,0,30,100,COMPLETE
UGC_NET,2010,December,,src_ugc_net_law_58_2010_december_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
NEET_UG,2019,,,src_neet_ug_2019_neet_ug_solutions_analysis_testbook_medical,NEET UG Solutions & Analysis,214,20,20,0,0,0,0,0,20,100,COMPLETE
UGC_NET,2013,December,,src_ugc_net_home_science_12_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_management_17_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
SSC_CGL,2022,,Shift 1,src_ssc_cgl_2022_shift_1_tier_1_cbt_ssc_official_tie,Tier 1 CBT,696,563,563,25,0,0,0,0,588,95.7,PARTIAL
